hour,day_of_week,weather,road_id,road_type,vehicle_count,is_weekend,congestion_level
20,Tuesday,Foggy,R7,local,32,0,Medium
4,Thursday,Stormy,R8,highway,77,0,Low
3,Tuesday,Clear,R4,arterial,15,0,Low
10,Sunday,Cloudy,R7,highway,303,1,Medium
17,Friday,Stormy,R8,highway,497,0,High
0,Sunday,Rainy,R1,arterial,13,1,Low
23,Thursday,Rainy,R1,highway,290,0,High
7,Thursday,Foggy,R6,arterial,199,0,High
2,Friday,Clear,R5,local,13,0,Low
12,Sunday,Stormy,R1,arterial,187,1,High
15,Sunday,Clear,R7,highway,97,1,Low
6,Monday,Clear,R2,arterial,96,0,Medium
20,Saturday,Stormy,R5,arterial,124,1,High
2,Saturday,Stormy,R4,highway,50,1,Low
9,Monday,Stormy,R3,arterial,204,0,High
17,Wednesday,Foggy,R4,local,82,0,High
21,Saturday,Clear,R4,arterial,54,1,Low
1,Tuesday,Clear,R7,highway,52,0,Low
19,Monday,Rainy,R7,local,81,0,High
3,Monday,Cloudy,R7,highway,47,0,Low
16,Friday,Rainy,R5,arterial,77,0,Medium
8,Saturday,Clear,R4,arterial,73,1,Low
8,Friday,Clear,R7,highway,406,0,High
2,Thursday,Foggy,R1,local,3,0,Low
5,Wednesday,Cloudy,R1,highway,25,0,Low
21,Saturday,Clear,R2,highway,128,1,Low
0,Tuesday,Clear,R6,arterial,13,0,Low
5,Sunday,Clear,R4,local,9,1,Low
20,Thursday,Cloudy,R7,local,28,0,Low
10,Wednesday,Clear,R5,highway,192,0,Low
1,Tuesday,Cloudy,R7,arterial,27,0,Low
2,Thursday,Rainy,R4,highway,67,0,Low
17,Thursday,Clear,R4,arterial,152,0,Medium
9,Saturday,Stormy,R5,arterial,82,1,Medium
6,Saturday,Stormy,R8,highway,64,1,Low
13,Monday,Cloudy,R1,local,52,0,Medium
0,Wednesday,Clear,R1,arterial,18,0,Low
23,Wednesday,Clear,R7,local,28,0,Low
15,Monday,Cloudy,R6,arterial,90,0,Medium
16,Thursday,Rainy,R6,highway,257,0,Medium
3,Friday,Cloudy,R3,highway,46,0,Low
18,Monday,Foggy,R4,arterial,196,0,High
8,Sunday,Rainy,R6,local,47,1,High
10,Wednesday,Foggy,R7,local,28,0,Medium
4,Sunday,Stormy,R2,highway,26,1,Low
14,Wednesday,Foggy,R2,highway,180,0,Medium
6,Thursday,Rainy,R3,arterial,105,0,Medium
5,Sunday,Rainy,R4,arterial,26,1,Low
6,Sunday,Rainy,R6,arterial,13,1,Low
12,Friday,Clear,R6,arterial,117,0,Medium
0,Thursday,Foggy,R7,highway,52,0,Low
14,Monday,Cloudy,R5,arterial,57,0,Low
7,Tuesday,Cloudy,R4,arterial,198,0,High
20,Monday,Stormy,R1,local,54,0,High
0,Monday,Cloudy,R2,local,9,0,Low
2,Sunday,Rainy,R1,arterial,15,1,Low
5,Friday,Foggy,R7,arterial,25,0,Low
12,Saturday,Foggy,R4,local,52,1,High
8,Wednesday,Foggy,R8,highway,495,0,High
19,Tuesday,Rainy,R8,local,83,0,High
1,Monday,Rainy,R6,highway,44,0,Low
16,Tuesday,Stormy,R3,local,62,0,High
22,Wednesday,Foggy,R5,arterial,100,0,Medium
16,Wednesday,Foggy,R1,highway,201,0,Medium
7,Monday,Rainy,R5,local,84,0,High
11,Sunday,Stormy,R4,highway,504,1,High
7,Saturday,Cloudy,R5,arterial,61,1,Low
1,Sunday,Cloudy,R7,local,11,1,Low
11,Sunday,Cloudy,R2,highway,295,1,Medium
22,Wednesday,Stormy,R7,local,34,0,Medium
18,Tuesday,Stormy,R1,highway,503,0,High
17,Wednesday,Cloudy,R8,highway,434,0,High
19,Tuesday,Clear,R6,highway,397,0,Medium
6,Sunday,Cloudy,R7,local,1,1,Low
10,Monday,Clear,R7,arterial,59,0,Low
3,Sunday,Stormy,R3,local,16,1,Low
22,Saturday,Foggy,R8,arterial,88,1,Medium
4,Tuesday,Foggy,R2,local,15,0,Low
10,Tuesday,Stormy,R4,arterial,139,0,High
11,Tuesday,Stormy,R5,arterial,143,0,High
22,Wednesday,Cloudy,R6,highway,156,0,Low
18,Thursday,Stormy,R2,highway,501,0,High
7,Saturday,Stormy,R7,local,28,1,Medium
23,Monday,Cloudy,R3,local,27,0,Low
2,Sunday,Rainy,R2,local,4,1,Low
22,Monday,Rainy,R8,highway,215,0,Medium
1,Thursday,Foggy,R1,local,14,0,Low
15,Thursday,Rainy,R5,arterial,104,0,Medium
18,Saturday,Cloudy,R6,highway,128,1,Low
9,Monday,Rainy,R5,arterial,196,0,High
5,Thursday,Cloudy,R4,arterial,21,0,Low
10,Friday,Stormy,R4,arterial,153,0,High
20,Tuesday,Stormy,R8,highway,374,0,High
10,Tuesday,Cloudy,R5,arterial,78,0,Low
17,Wednesday,Rainy,R6,highway,495,0,High
18,Friday,Foggy,R3,arterial,188,0,High
2,Wednesday,Stormy,R7,highway,54,0,Low
5,Saturday,Rainy,R3,highway,68,1,Low
9,Sunday,Foggy,R7,arterial,86,1,Medium
2,Saturday,Stormy,R2,arterial,16,1,Low
11,Tuesday,Foggy,R1,arterial,67,0,Low
7,Sunday,Rainy,R2,arterial,92,1,Medium
21,Monday,Clear,R2,highway,211,0,Low
18,Tuesday,Stormy,R5,arterial,198,0,High
13,Friday,Foggy,R3,highway,378,0,High
2,Thursday,Clear,R7,local,10,0,Low
18,Saturday,Stormy,R7,arterial,80,1,Medium
5,Tuesday,Cloudy,R2,highway,52,0,Low
2,Saturday,Foggy,R7,highway,31,1,Low
19,Wednesday,Rainy,R3,local,84,0,High
2,Thursday,Stormy,R1,arterial,19,0,Low
16,Thursday,Clear,R4,arterial,90,0,Medium
13,Monday,Foggy,R3,highway,340,0,High
3,Monday,Stormy,R3,highway,82,0,Low
11,Thursday,Rainy,R5,highway,241,0,Medium
15,Monday,Cloudy,R6,arterial,66,0,Low
21,Saturday,Foggy,R6,arterial,58,1,Low
22,Tuesday,Clear,R3,local,39,0,Medium
0,Wednesday,Rainy,R8,arterial,19,0,Low
21,Monday,Cloudy,R2,highway,160,0,Low
10,Wednesday,Foggy,R1,highway,256,0,Medium
6,Sunday,Foggy,R1,highway,55,1,Low
1,Friday,Cloudy,R8,arterial,9,0,Low
4,Sunday,Stormy,R4,highway,68,1,Low
6,Sunday,Clear,R1,highway,23,1,Low
22,Tuesday,Rainy,R7,arterial,95,0,Medium
20,Monday,Clear,R3,arterial,61,0,Low
5,Sunday,Foggy,R2,highway,44,1,Low
8,Saturday,Clear,R5,highway,134,1,Low
18,Sunday,Cloudy,R5,highway,229,1,Medium
6,Wednesday,Foggy,R7,arterial,102,0,Medium
21,Monday,Foggy,R3,arterial,125,0,High
0,Tuesday,Rainy,R5,local,13,0,Low
22,Saturday,Rainy,R4,highway,212,1,Medium
14,Wednesday,Cloudy,R5,arterial,82,0,Medium
12,Friday,Clear,R8,local,45,0,Medium
17,Saturday,Stormy,R8,arterial,110,1,High
15,Monday,Rainy,R6,arterial,140,0,High
8,Saturday,Rainy,R4,arterial,69,1,Medium
1,Sunday,Stormy,R7,highway,44,1,Low
23,Monday,Foggy,R2,local,49,0,Medium
12,Thursday,Clear,R6,arterial,122,0,Medium
10,Saturday,Cloudy,R1,highway,351,1,Medium
21,Wednesday,Stormy,R5,highway,256,0,High
17,Tuesday,Rainy,R5,arterial,196,0,High
23,Sunday,Stormy,R2,arterial,121,1,High
10,Saturday,Clear,R8,arterial,106,1,Medium
13,Sunday,Rainy,R8,local,65,1,High
3,Thursday,Clear,R4,highway,54,0,Low
2,Thursday,Cloudy,R8,local,10,0,Low
16,Wednesday,Foggy,R1,arterial,72,0,Medium
6,Wednesday,Foggy,R2,local,55,0,High
4,Wednesday,Cloudy,R3,highway,54,0,Low
5,Wednesday,Clear,R1,local,0,0,Low
5,Friday,Cloudy,R2,arterial,18,0,Low
4,Friday,Foggy,R4,arterial,21,0,Low
12,Monday,Clear,R6,highway,292,0,Medium
10,Sunday,Stormy,R2,local,70,1,High
23,Tuesday,Cloudy,R1,local,35,0,Medium
3,Thursday,Stormy,R1,arterial,23,0,Low
9,Wednesday,Foggy,R6,arterial,200,0,High
13,Saturday,Cloudy,R4,arterial,129,1,Medium
6,Tuesday,Foggy,R6,arterial,63,0,Low
6,Saturday,Clear,R1,arterial,10,1,Low
22,Saturday,Clear,R7,arterial,60,1,Low
17,Friday,Clear,R3,arterial,159,0,Medium
20,Sunday,Clear,R6,arterial,38,1,Low
12,Monday,Stormy,R1,highway,432,0,High
22,Saturday,Clear,R3,highway,139,1,Low
16,Wednesday,Stormy,R5,arterial,124,0,High
16,Saturday,Stormy,R6,arterial,69,1,Medium
15,Tuesday,Stormy,R6,arterial,93,0,Medium
6,Wednesday,Foggy,R3,highway,205,0,Medium
6,Saturday,Foggy,R8,highway,29,1,Low
2,Monday,Stormy,R6,arterial,25,0,Low
16,Monday,Clear,R4,arterial,96,0,Medium
9,Wednesday,Foggy,R3,highway,497,0,High
9,Wednesday,Rainy,R6,arterial,196,0,High
1,Monday,Cloudy,R2,arterial,16,0,Low
14,Friday,Rainy,R6,arterial,127,0,High
5,Monday,Foggy,R4,arterial,16,0,Low
22,Sunday,Foggy,R2,highway,261,1,Medium
5,Monday,Cloudy,R7,arterial,15,0,Low
3,Thursday,Stormy,R5,highway,59,0,Low
5,Friday,Foggy,R1,highway,66,0,Low
23,Tuesday,Foggy,R8,arterial,120,0,Medium
14,Monday,Clear,R5,arterial,61,0,Low
21,Friday,Stormy,R3,highway,341,0,High
10,Friday,Stormy,R6,arterial,136,0,High
21,Saturday,Cloudy,R8,highway,177,1,Low
12,Tuesday,Stormy,R3,local,81,0,High
20,Tuesday,Stormy,R2,local,62,0,High
2,Sunday,Foggy,R6,highway,32,1,Low
1,Friday,Cloudy,R4,arterial,16,0,Low
2,Thursday,Foggy,R7,highway,65,0,Low
14,Wednesday,Clear,R8,highway,250,0,Medium
3,Thursday,Foggy,R3,local,3,0,Low
19,Friday,Rainy,R4,arterial,200,0,High
21,Thursday,Rainy,R4,arterial,90,0,Medium
14,Wednesday,Stormy,R5,highway,354,0,High
21,Wednesday,Foggy,R4,highway,183,0,Medium
0,Wednesday,Rainy,R5,highway,77,0,Low
17,Friday,Rainy,R6,local,75,0,High
15,Tuesday,Foggy,R6,highway,180,0,Medium
3,Sunday,Foggy,R1,highway,32,1,Low
22,Wednesday,Clear,R1,highway,215,0,Low
21,Friday,Clear,R2,local,34,0,Low
18,Friday,Cloudy,R5,arterial,191,0,High
1,Friday,Foggy,R7,local,10,0,Low
5,Saturday,Stormy,R2,highway,36,1,Low
12,Saturday,Stormy,R6,arterial,197,1,High
13,Friday,Cloudy,R2,highway,302,0,Medium
14,Sunday,Cloudy,R6,local,47,1,Medium
16,Wednesday,Stormy,R8,highway,374,0,High
20,Tuesday,Cloudy,R7,highway,168,0,Low
11,Saturday,Cloudy,R8,arterial,154,1,High
16,Friday,Rainy,R7,highway,301,0,High
15,Friday,Stormy,R8,highway,390,0,High
23,Sunday,Stormy,R7,arterial,90,1,Medium
16,Monday,Clear,R2,local,23,0,Low
6,Wednesday,Cloudy,R8,arterial,110,0,Medium
1,Saturday,Rainy,R3,local,5,1,Low
14,Monday,Stormy,R6,arterial,151,0,High
23,Saturday,Stormy,R5,highway,237,1,Medium
22,Wednesday,Clear,R6,arterial,95,0,Medium
21,Wednesday,Stormy,R5,arterial,86,0,Medium
19,Sunday,Foggy,R2,highway,268,1,Medium
22,Saturday,Rainy,R3,highway,272,1,Medium
6,Sunday,Cloudy,R6,arterial,7,1,Low
2,Tuesday,Cloudy,R8,arterial,17,0,Low
13,Wednesday,Stormy,R6,arterial,169,0,High
0,Wednesday,Foggy,R1,arterial,20,0,Low
10,Friday,Clear,R4,local,36,0,Medium
9,Thursday,Stormy,R5,arterial,195,0,High
10,Friday,Cloudy,R3,highway,269,0,Medium
16,Tuesday,Foggy,R5,arterial,99,0,Medium
7,Tuesday,Rainy,R5,arterial,197,0,High
19,Friday,Foggy,R1,local,83,0,High
0,Monday,Rainy,R4,arterial,23,0,Low
19,Tuesday,Clear,R7,local,65,0,High
3,Thursday,Rainy,R6,arterial,19,0,Low
11,Friday,Stormy,R3,highway,284,0,High
6,Wednesday,Stormy,R4,arterial,82,0,Medium
17,Friday,Clear,R3,arterial,162,0,High
6,Sunday,Foggy,R1,local,6,1,Low
23,Sunday,Foggy,R2,highway,239,1,Medium
21,Tuesday,Clear,R8,highway,180,0,Low
2,Monday,Cloudy,R4,arterial,22,0,Low
7,Wednesday,Foggy,R2,highway,501,0,High
10,Monday,Foggy,R8,highway,272,0,Medium
23,Friday,Clear,R3,local,35,0,Low
2,Wednesday,Stormy,R2,highway,34,0,Low
19,Monday,Rainy,R7,local,79,0,High
21,Monday,Foggy,R3,arterial,72,0,Medium
12,Sunday,Stormy,R8,highway,448,1,High
21,Sunday,Rainy,R7,local,44,1,Medium
4,Monday,Clear,R8,highway,16,0,Low
17,Monday,Rainy,R5,highway,502,0,High
11,Tuesday,Foggy,R5,highway,313,0,High
5,Tuesday,Cloudy,R3,local,5,0,Low
5,Saturday,Stormy,R7,arterial,32,1,Low
14,Saturday,Stormy,R7,highway,413,1,High
3,Tuesday,Stormy,R1,arterial,21,0,Low
21,Saturday,Cloudy,R1,arterial,50,1,Low
10,Thursday,Foggy,R1,highway,217,0,Medium
18,Tuesday,Stormy,R1,arterial,203,0,High
5,Monday,Rainy,R7,highway,33,0,Low
20,Thursday,Rainy,R7,local,47,0,High
10,Thursday,Foggy,R6,highway,237,0,Medium
17,Monday,Cloudy,R7,highway,451,0,High
4,Friday,Cloudy,R4,arterial,15,0,Low
23,Monday,Clear,R2,local,38,0,Medium
18,Thursday,Stormy,R3,highway,495,0,High
17,Friday,Foggy,R2,arterial,196,0,High
7,Sunday,Stormy,R3,arterial,120,1,High
16,Friday,Clear,R4,highway,174,0,Low
7,Sunday,Stormy,R5,arterial,121,1,High
14,Tuesday,Cloudy,R2,local,35,0,Medium
23,Saturday,Foggy,R3,local,40,1,Medium
15,Tuesday,Clear,R2,arterial,60,0,Low
6,Friday,Rainy,R6,arterial,101,0,Medium
1,Saturday,Rainy,R6,arterial,15,1,Low
8,Sunday,Rainy,R2,local,39,1,Medium
20,Thursday,Rainy,R1,arterial,115,0,High
16,Wednesday,Foggy,R2,local,48,0,Medium
11,Sunday,Rainy,R4,highway,417,1,High
0,Friday,Cloudy,R6,arterial,12,0,Low
20,Wednesday,Cloudy,R2,highway,154,0,Low
22,Sunday,Clear,R6,arterial,72,1,Low
23,Monday,Foggy,R3,local,43,0,Medium
5,Saturday,Foggy,R4,arterial,3,1,Low
18,Tuesday,Cloudy,R2,highway,449,0,High
4,Monday,Cloudy,R2,highway,26,0,Low
19,Friday,Clear,R4,highway,440,0,High
2,Tuesday,Foggy,R5,arterial,21,0,Low
5,Tuesday,Foggy,R6,highway,57,0,Low
5,Friday,Stormy,R3,arterial,19,0,Low
14,Friday,Stormy,R4,arterial,84,0,Medium
3,Monday,Cloudy,R1,arterial,21,0,Low
13,Sunday,Cloudy,R8,arterial,133,1,Medium
19,Monday,Stormy,R7,local,76,0,High
21,Tuesday,Stormy,R6,highway,302,0,High
21,Saturday,Foggy,R4,arterial,84,1,Medium
22,Friday,Foggy,R6,arterial,82,0,Medium
12,Wednesday,Stormy,R6,arterial,202,0,High
18,Monday,Foggy,R2,highway,472,0,High
2,Wednesday,Stormy,R6,highway,86,0,Low
0,Saturday,Clear,R1,highway,31,1,Low
12,Saturday,Cloudy,R1,local,54,1,Medium
3,Tuesday,Foggy,R7,arterial,20,0,Low
13,Friday,Rainy,R5,highway,419,0,High
6,Thursday,Stormy,R3,arterial,142,0,High
17,Friday,Foggy,R8,arterial,193,0,High
22,Thursday,Cloudy,R5,arterial,103,0,Medium
7,Thursday,Cloudy,R8,highway,423,0,High
10,Sunday,Stormy,R5,arterial,201,1,High
5,Thursday,Clear,R7,arterial,23,0,Low
19,Thursday,Clear,R5,highway,353,0,Medium
19,Monday,Foggy,R3,arterial,199,0,High
16,Wednesday,Stormy,R4,arterial,87,0,Medium
20,Thursday,Foggy,R7,highway,167,0,Low
16,Wednesday,Cloudy,R7,arterial,57,0,Low
22,Tuesday,Stormy,R3,highway,229,0,Medium
20,Monday,Cloudy,R7,highway,147,0,Low
11,Saturday,Foggy,R4,highway,374,1,High
23,Saturday,Clear,R2,local,34,1,Low
17,Friday,Rainy,R5,highway,503,0,High
19,Tuesday,Foggy,R5,highway,500,0,High
5,Thursday,Stormy,R2,arterial,8,0,Low
10,Monday,Stormy,R6,local,66,0,High
18,Wednesday,Foggy,R6,arterial,200,0,High
7,Sunday,Rainy,R3,arterial,122,1,High
18,Sunday,Clear,R3,highway,157,1,Low
20,Sunday,Cloudy,R1,arterial,78,1,Low
13,Wednesday,Stormy,R1,local,76,0,High
7,Wednesday,Clear,R2,arterial,168,0,High
2,Friday,Cloudy,R4,arterial,14,0,Low
8,Tuesday,Cloudy,R2,highway,464,0,High
7,Sunday,Rainy,R7,local,25,1,Low
19,Wednesday,Cloudy,R8,highway,466,0,High
21,Saturday,Foggy,R3,arterial,94,1,Medium
1,Sunday,Foggy,R6,highway,34,1,Low
8,Thursday,Cloudy,R2,highway,504,0,High
12,Tuesday,Stormy,R4,arterial,166,0,High
15,Friday,Clear,R7,highway,186,0,Low
5,Thursday,Clear,R8,arterial,18,0,Low
0,Monday,Cloudy,R1,arterial,10,0,Low
19,Sunday,Rainy,R7,arterial,66,1,Medium
15,Friday,Rainy,R3,arterial,95,0,Medium
13,Saturday,Rainy,R3,highway,400,1,High
5,Friday,Cloudy,R2,highway,66,0,Low
23,Wednesday,Cloudy,R5,arterial,89,0,Medium
4,Sunday,Cloudy,R2,highway,29,1,Low
15,Tuesday,Stormy,R6,arterial,120,0,High
9,Wednesday,Stormy,R7,highway,495,0,High
22,Tuesday,Clear,R5,arterial,58,0,Low
3,Thursday,Rainy,R1,local,4,0,Low
8,Wednesday,Clear,R8,highway,414,0,High
19,Tuesday,Stormy,R7,arterial,201,0,High
9,Wednesday,Rainy,R7,highway,499,0,High
14,Monday,Foggy,R7,local,41,0,Medium
5,Saturday,Rainy,R3,local,7,1,Low
2,Monday,Cloudy,R4,highway,31,0,Low
9,Saturday,Rainy,R4,arterial,97,1,Medium
11,Saturday,Stormy,R1,highway,482,1,High
5,Sunday,Clear,R6,highway,16,1,Low
23,Saturday,Clear,R1,arterial,49,1,Low
2,Thursday,Stormy,R5,arterial,13,0,Low
2,Monday,Rainy,R4,highway,55,0,Low
9,Tuesday,Cloudy,R2,highway,493,0,High
4,Friday,Cloudy,R1,arterial,8,0,Low
15,Thursday,Stormy,R2,local,62,0,High
22,Friday,Cloudy,R2,local,34,0,Medium
20,Friday,Foggy,R8,highway,248,0,Medium
11,Thursday,Stormy,R8,local,35,0,Medium
11,Thursday,Rainy,R8,local,27,0,Medium
4,Wednesday,Rainy,R3,highway,45,0,Low
15,Wednesday,Clear,R7,highway,223,0,Low
7,Sunday,Clear,R5,local,23,1,Low
13,Thursday,Cloudy,R8,highway,290,0,Medium
12,Tuesday,Rainy,R2,highway,359,0,High
19,Sunday,Rainy,R3,highway,192,1,Medium
13,Tuesday,Clear,R3,arterial,103,0,Medium
14,Friday,Foggy,R2,local,34,0,Medium
10,Monday,Cloudy,R1,highway,144,0,Low
3,Wednesday,Rainy,R8,highway,28,0,Low
7,Monday,Cloudy,R2,local,63,0,High
9,Sunday,Foggy,R6,arterial,116,1,Medium
1,Wednesday,Clear,R6,arterial,25,0,Low
8,Sunday,Foggy,R8,arterial,56,1,Low
8,Sunday,Foggy,R1,highway,260,1,Medium
22,Tuesday,Foggy,R3,arterial,114,0,Medium
1,Tuesday,Foggy,R7,local,5,0,Low
6,Thursday,Foggy,R6,arterial,107,0,Medium
5,Saturday,Clear,R2,local,7,1,Low
8,Thursday,Rainy,R8,arterial,203,0,High
6,Monday,Cloudy,R6,arterial,88,0,Medium
8,Friday,Clear,R6,highway,412,0,High
18,Sunday,Foggy,R6,arterial,93,1,Medium
2,Tuesday,Cloudy,R3,arterial,18,0,Low
20,Monday,Clear,R4,arterial,64,0,Low
3,Tuesday,Foggy,R5,highway,37,0,Low
20,Sunday,Rainy,R5,arterial,111,1,Medium
0,Saturday,Foggy,R1,highway,32,1,Low
15,Saturday,Foggy,R6,arterial,88,1,Medium
6,Friday,Cloudy,R7,highway,210,0,Medium
8,Sunday,Stormy,R4,highway,343,1,High
16,Tuesday,Foggy,R1,arterial,81,0,Medium
14,Monday,Stormy,R7,arterial,107,0,High
19,Sunday,Rainy,R3,local,41,1,Medium
2,Saturday,Stormy,R5,highway,66,1,Low
15,Sunday,Stormy,R8,arterial,74,1,Medium
20,Wednesday,Clear,R5,arterial,56,0,Low
4,Tuesday,Clear,R6,arterial,9,0,Low
1,Friday,Foggy,R5,arterial,23,0,Low
18,Wednesday,Clear,R2,highway,387,0,Medium
0,Tuesday,Foggy,R2,local,15,0,Low
20,Monday,Rainy,R4,highway,277,0,Medium
11,Sunday,Clear,R6,arterial,130,1,Medium
23,Monday,Rainy,R6,arterial,72,0,Medium
3,Monday,Cloudy,R3,highway,39,0,Low
21,Tuesday,Stormy,R4,highway,321,0,High
17,Thursday,Clear,R8,highway,427,0,High
14,Saturday,Foggy,R7,arterial,172,1,High
17,Thursday,Stormy,R8,highway,496,0,High
14,Wednesday,Rainy,R5,local,48,0,High
13,Sunday,Foggy,R8,arterial,171,1,High
18,Friday,Cloudy,R7,highway,426,0,High
8,Wednesday,Foggy,R8,highway,498,0,High
1,Wednesday,Stormy,R5,highway,21,0,Low
0,Wednesday,Cloudy,R7,local,2,0,Low
22,Sunday,Rainy,R3,arterial,120,1,High
18,Tuesday,Clear,R2,highway,352,0,Medium
8,Wednesday,Stormy,R2,local,77,0,High
2,Friday,Foggy,R7,local,5,0,Low
23,Wednesday,Foggy,R2,local,33,0,Medium
22,Friday,Clear,R1,arterial,77,0,Low
18,Thursday,Clear,R6,highway,432,0,High
11,Sunday,Foggy,R3,local,64,1,High
7,Saturday,Stormy,R3,arterial,139,1,High
12,Monday,Rainy,R1,local,63,0,High
4,Wednesday,Stormy,R1,highway,70,0,Low
23,Thursday,Foggy,R7,arterial,114,0,Medium
7,Thursday,Rainy,R4,arterial,196,0,High
2,Thursday,Stormy,R4,arterial,31,0,Low
2,Thursday,Stormy,R2,arterial,24,0,Low
4,Thursday,Stormy,R2,arterial,14,0,Low
6,Friday,Stormy,R2,highway,399,0,High
2,Wednesday,Foggy,R8,highway,42,0,Low
3,Saturday,Foggy,R4,arterial,13,1,Low
11,Friday,Clear,R2,local,32,0,Low
19,Sunday,Foggy,R5,arterial,91,1,Medium
6,Saturday,Rainy,R6,highway,30,1,Low
3,Saturday,Clear,R3,arterial,10,1,Low
9,Monday,Rainy,R3,local,76,0,High
15,Monday,Rainy,R2,highway,211,0,Medium
17,Friday,Rainy,R3,highway,501,0,High
22,Saturday,Clear,R3,local,27,1,Low
1,Wednesday,Cloudy,R4,highway,16,0,Low
19,Wednesday,Clear,R2,highway,400,0,High
12,Saturday,Rainy,R1,arterial,181,1,High
3,Monday,Rainy,R7,arterial,31,0,Low
12,Friday,Clear,R6,highway,317,0,Medium
17,Monday,Cloudy,R5,local,69,0,High
22,Monday,Clear,R8,highway,156,0,Low
15,Thursday,Cloudy,R3,local,24,0,Low
20,Wednesday,Cloudy,R6,arterial,114,0,Medium
1,Saturday,Rainy,R4,arterial,29,1,Low
17,Wednesday,Cloudy,R4,local,68,0,High
4,Monday,Foggy,R5,arterial,21,0,Low
21,Tuesday,Foggy,R1,local,28,0,Medium
19,Wednesday,Foggy,R8,local,77,0,High
18,Friday,Cloudy,R2,local,74,0,High
16,Tuesday,Foggy,R3,highway,329,0,High
20,Friday,Cloudy,R3,local,29,0,Low
3,Tuesday,Rainy,R5,highway,70,0,Low
10,Thursday,Foggy,R4,local,36,0,Medium
23,Wednesday,Cloudy,R2,local,35,0,Medium
0,Sunday,Stormy,R8,highway,59,1,Low
7,Friday,Cloudy,R7,local,65,0,High
22,Sunday,Foggy,R3,arterial,64,1,Low
22,Saturday,Rainy,R5,highway,171,1,Medium
4,Tuesday,Cloudy,R5,highway,26,0,Low
8,Thursday,Cloudy,R2,local,83,0,High
6,Monday,Cloudy,R1,local,47,0,Medium
15,Saturday,Rainy,R7,local,50,1,High
12,Sunday,Clear,R7,highway,314,1,Medium
10,Thursday,Stormy,R5,highway,388,0,High
16,Saturday,Clear,R5,highway,164,1,Low
7,Friday,Stormy,R6,arterial,202,0,High
12,Friday,Clear,R8,highway,263,0,Medium
9,Thursday,Cloudy,R7,local,74,0,High
22,Friday,Cloudy,R7,arterial,81,0,Low
23,Friday,Clear,R4,arterial,59,0,Low
17,Tuesday,Foggy,R2,highway,499,0,High
14,Friday,Cloudy,R7,highway,254,0,Medium
22,Saturday,Cloudy,R2,local,29,1,Low
22,Thursday,Rainy,R7,arterial,78,0,Medium
16,Friday,Cloudy,R6,highway,188,0,Low
5,Wednesday,Stormy,R3,arterial,38,0,Low
4,Tuesday,Clear,R5,highway,31,0,Low
14,Wednesday,Cloudy,R3,arterial,57,0,Low
0,Friday,Rainy,R2,highway,21,0,Low
17,Sunday,Clear,R8,highway,175,1,Low
18,Saturday,Foggy,R4,highway,203,1,Medium
19,Monday,Cloudy,R5,local,74,0,High
17,Sunday,Cloudy,R1,local,15,1,Low
11,Monday,Cloudy,R4,arterial,103,0,Medium
9,Wednesday,Clear,R6,arterial,151,0,Medium
5,Saturday,Rainy,R7,highway,52,1,Low
18,Sunday,Stormy,R5,local,30,1,Medium
11,Monday,Clear,R3,highway,219,0,Low
2,Sunday,Foggy,R1,arterial,18,1,Low
4,Monday,Rainy,R5,highway,40,0,Low
22,Tuesday,Stormy,R3,highway,212,0,Medium
16,Monday,Foggy,R1,local,45,0,Medium
22,Wednesday,Foggy,R5,arterial,102,0,Medium
18,Friday,Rainy,R4,highway,501,0,High
16,Saturday,Foggy,R8,highway,206,1,Medium
7,Saturday,Rainy,R7,local,44,1,Medium
14,Saturday,Clear,R4,local,48,1,Medium
13,Thursday,Clear,R7,local,44,0,Medium
6,Monday,Cloudy,R2,local,34,0,Medium
9,Wednesday,Stormy,R1,arterial,202,0,High
21,Wednesday,Rainy,R7,arterial,98,0,Medium
5,Tuesday,Rainy,R4,local,15,0,Low
15,Sunday,Clear,R6,highway,180,1,Low
14,Sunday,Stormy,R1,local,79,1,High
23,Monday,Stormy,R5,arterial,106,0,High
17,Friday,Clear,R1,local,61,0,Medium
11,Monday,Cloudy,R7,arterial,65,0,Low
20,Friday,Cloudy,R1,arterial,85,0,Medium
3,Sunday,Rainy,R5,local,7,1,Low
8,Thursday,Clear,R5,arterial,167,0,High
9,Tuesday,Stormy,R2,highway,496,0,High
1,Sunday,Cloudy,R5,arterial,20,1,Low
15,Friday,Cloudy,R4,local,30,0,Low
16,Wednesday,Rainy,R6,highway,203,0,Medium
21,Tuesday,Cloudy,R3,highway,236,0,Medium
16,Monday,Clear,R4,highway,159,0,Low
2,Wednesday,Foggy,R5,local,7,0,Low
21,Saturday,Rainy,R3,arterial,60,1,Low
6,Wednesday,Cloudy,R2,local,24,0,Low
14,Saturday,Clear,R1,local,40,1,Medium
0,Friday,Stormy,R7,arterial,21,0,Low
17,Wednesday,Rainy,R5,arterial,202,0,High
18,Tuesday,Cloudy,R5,arterial,158,0,High
17,Thursday,Clear,R4,arterial,144,0,Medium
1,Monday,Foggy,R7,arterial,8,0,Low
22,Friday,Stormy,R7,highway,327,0,High
19,Wednesday,Rainy,R2,highway,496,0,High
21,Sunday,Stormy,R2,arterial,74,1,Medium
14,Friday,Cloudy,R2,arterial,63,0,Low
14,Monday,Foggy,R2,highway,214,0,Medium
